Strain,Group,Color,Replicate,HOBO,Temp,RH,FinalDateTime
ROCK,M,W,Morning,64,32.363,60.328,8/15/2023 11:10
ROCK,M,W,Morning,64,31.978,62.701,8/15/2023 11:20
ROCK,M,W,Morning,64,31.645,63.796,8/15/2023 11:30
ROCK,M,W,Morning,64,31.696,65.512,8/15/2023 11:40
ROCK,M,W,Morning,0,29.973,77.498,8/15/2023 9:40
ROCK,M,W,Morning,0,30.023,77.346,8/15/2023 9:50
ROCK,M,W,Morning,0,30.35,76.055,8/15/2023 10:00
ROCK,M,W,Morning,0,30.653,74.624,8/15/2023 10:10
ROCK,M,W,Morning,0,30.881,73.163,8/15/2023 10:20
ROCK,M,W,Morning,0,31.008,72.15,8/15/2023 10:30
ROCK,M,W,Morning,0,31.237,70.864,8/15/2023 10:40
ROCK,M,W,Morning,0,31.619,69.365,8/15/2023 10:50
ROCK,M,W,Morning,0,31.747,68.077,8/15/2023 11:00
ROCK,M,W,Morning,0,31.619,68.676,8/15/2023 11:10
ROCK,M,W,Morning,0,31.364,69.444,8/15/2023 11:20
ROCK,M,W,Morning,0,31.11,69.903,8/15/2023 11:30
ROCK,M,W,Morning,0,31.161,69.35,8/15/2023 11:40
ROCK,UF,W,Noon,192,36.129,42.936,8/15/2023 13:10
ROCK,UF,W,Noon,192,36.291,41.74,8/15/2023 13:20
ROCK,UF,W,Noon,192,36.399,40.917,8/15/2023 13:30
ROCK,UF,W,Noon,192,35.967,42.072,8/15/2023 13:40
ROCK,UF,W,Noon,192,35.137,43.412,8/15/2023 13:50
ROCK,UF,W,Noon,192,34.422,45.608,8/15/2023 14:00
ROCK,UF,W,Noon,192,34.132,48.021,8/15/2023 14:10
ROCK,UF,W,Noon,192,34.237,48.718,8/15/2023 14:20
ROCK,UF,W,Noon,192,34.659,50.497,8/15/2023 14:30
ROCK,UF,W,Noon,192,34.501,51.654,8/15/2023 14:40
ROCK,UF,W,Noon,192,33.817,53.524,8/15/2023 14:50
ROCK,UF,W,Noon,192,33.139,54.54,8/15/2023 15:00
ROCK,UF,W,Noon,192,32.029,48.641,8/15/2023 15:10
ROCK,UF,W,Noon,128,35.031,49.934,8/15/2023 13:10
ROCK,UF,W,Noon,128,35.217,48.341,8/15/2023 13:20
ROCK,UF,W,Noon,128,35.35,47.606,8/15/2023 13:30
ROCK,UF,W,Noon,128,35.031,48.797,8/15/2023 13:40
ROCK,UF,W,Noon,128,34.422,49.435,8/15/2023 13:50
ROCK,UF,W,Noon,128,33.948,51.63,8/15/2023 14:00
ROCK,UF,W,Noon,128,33.712,53.717,8/15/2023 14:10
ROCK,UF,W,Noon,128,33.87,54.278,8/15/2023 14:20
ROCK,UF,W,Noon,128,34.237,56.406,8/15/2023 14:30
ROCK,UF,W,Noon,128,34.027,57.918,8/15/2023 14:40
ROCK,UF,W,Noon,128,33.425,59.657,8/15/2023 14:50
ROCK,UF,W,Noon,128,32.828,60.383,8/15/2023 15:00
ROCK,UF,W,Noon,128,31.798,53.622,8/15/2023 15:10
ROCK,UF,W,Noon,64,34.316,55.628,8/15/2023 13:10
ROCK,UF,W,Noon,64,34.474,52.32,8/15/2023 13:20
ROCK,UF,W,Noon,64,34.659,51.878,8/15/2023 13:30
ROCK,UF,W,Noon,64,34.395,54.168,8/15/2023 13:40
ROCK,UF,W,Noon,64,33.922,52.327,8/15/2023 13:50
ROCK,UF,W,Noon,64,33.504,54.556,8/15/2023 14:00
ROCK,UF,W,Noon,64,33.269,57.337,8/15/2023 14:10
ROCK,UF,W,Noon,64,33.373,56.722,8/15/2023 14:20
ROCK,UF,W,Noon,64,33.739,57.684,8/15/2023 14:30
ROCK,UF,W,Noon,64,33.634,59.117,8/15/2023 14:40
ROCK,UF,W,Noon,64,33.113,60.412,8/15/2023 14:50
ROCK,UF,W,Noon,64,32.621,60.781,8/15/2023 15:00
ROCK,UF,W,Noon,64,31.67,54.074,8/15/2023 15:10
ROCK,UF,W,Noon,0,33.451,60.86,8/15/2023 13:10
ROCK,UF,W,Noon,0,33.608,59.514,8/15/2023 13:20
ROCK,UF,W,Noon,0,33.765,58.668,8/15/2023 13:30
ROCK,UF,W,Noon,0,33.582,58.787,8/15/2023 13:40
ROCK,UF,W,Noon,0,33.243,60.166,8/15/2023 13:50
ROCK,UF,W,Noon,0,32.931,61.267,8/15/2023 14:00
ROCK,UF,W,Noon,0,32.75,61.468,8/15/2023 14:10
ROCK,UF,W,Noon,0,32.802,61.061,8/15/2023 14:20
ROCK,UF,W,Noon,0,33.061,61.335,8/15/2023 14:30
ROCK,UF,W,Noon,0,33.087,62.081,8/15/2023 14:40
ROCK,UF,W,Noon,0,32.699,63.737,8/15/2023 14:50
ROCK,UF,W,Noon,0,32.337,63.339,8/15/2023 15:00
ROCK,UF,W,Noon,0,31.645,56.138,8/15/2023 15:10
ROCK,BF,W,Afternoon,192,27.191,73.701,8/23/2023 15:30
ROCK,BF,W,Afternoon,192,27.167,73.651,8/23/2023 15:40
ROCK,BF,W,Afternoon,192,27.044,72.994,8/23/2023 15:50
ROCK,BF,W,Afternoon,192,26.75,73.805,8/23/2023 16:00
ROCK,BF,W,Afternoon,192,26.31,77.37,8/23/2023 16:10
ROCK,BF,W,Afternoon,192,26.066,80.782,8/23/2023 16:20
ROCK,BF,W,Afternoon,192,25.993,83.148,8/23/2023 16:30
ROCK,BF,W,Afternoon,192,26.042,84.391,8/23/2023 16:40
ROCK,BF,W,Afternoon,192,26.115,84.873,8/23/2023 16:50
ROCK,BF,W,Afternoon,192,26.163,84.628,8/23/2023 17:00
ROCK,BF,W,Afternoon,192,26.139,83.471,8/23/2023 17:10
ROCK,BF,W,Afternoon,192,26.09,83.145,8/23/2023 17:20
ROCK,BF,W,Afternoon,192,26.163,83.471,8/23/2023 17:30
ROCK,BF,W,Afternoon,128,27.191,77.942,8/23/2023 15:30
ROCK,BF,W,Afternoon,128,27.216,77.434,8/23/2023 15:40
ROCK,BF,W,Afternoon,128,27.118,76.486,8/23/2023 15:50
ROCK,BF,W,Afternoon,128,26.799,77.54,8/23/2023 16:00
ROCK,BF,W,Afternoon,128,26.334,81.606,8/23/2023 16:10
ROCK,BF,W,Afternoon,128,26.115,85.122,8/23/2023 16:20
ROCK,BF,W,Afternoon,128,26.042,86.864,8/23/2023 16:30
ROCK,BF,W,Afternoon,128,26.09,87.907,8/23/2023 16:40
ROCK,BF,W,Afternoon,128,26.163,88.221,8/23/2023 16:50
ROCK,BF,W,Afternoon,128,26.188,88.064,8/23/2023 17:00
ROCK,BF,W,Afternoon,128,26.163,86.721,8/23/2023 17:10
ROCK,BF,W,Afternoon,128,26.115,86.58,8/23/2023 17:20
ROCK,BF,W,Afternoon,128,26.188,86.864,8/23/2023 17:30
ROCK,BF,W,Afternoon,64,27.191,75.963,8/23/2023 15:30
ROCK,BF,W,Afternoon,64,27.216,75.402,8/23/2023 15:40
ROCK,BF,W,Afternoon,64,27.118,74.476,8/23/2023 15:50
ROCK,BF,W,Afternoon,64,26.799,75.566,8/23/2023 16:00
ROCK,BF,W,Afternoon,64,26.383,79.232,8/23/2023 16:10
ROCK,BF,W,Afternoon,64,26.188,82.406,8/23/2023 16:20
ROCK,BF,W,Afternoon,64,26.115,83.695,8/23/2023 16:30
ROCK,BF,W,Afternoon,64,26.163,84.507,8/23/2023 16:40
ROCK,BF,W,Afternoon,64,26.212,84.995,8/23/2023 16:50
ROCK,BF,W,Afternoon,64,26.212,84.627,8/23/2023 17:00
ROCK,BF,W,Afternoon,64,26.212,83.58,8/23/2023 17:10
ROCK,BF,W,Afternoon,64,26.163,83.582,8/23/2023 17:20
ROCK,BF,W,Afternoon,64,26.237,83.805,8/23/2023 17:30
ROCK,BF,W,Afternoon,0,27.339,75.76,8/23/2023 15:30
ROCK,BF,W,Afternoon,0,27.388,75.324,8/23/2023 15:40
ROCK,BF,W,Afternoon,0,27.265,74.292,8/23/2023 15:50
ROCK,BF,W,Afternoon,0,26.97,75.307,8/23/2023 16:00
ROCK,BF,W,Afternoon,0,26.53,79.384,8/23/2023 16:10
ROCK,BF,W,Afternoon,0,26.334,82.197,8/23/2023 16:20
ROCK,BF,W,Afternoon,0,26.31,83.03,8/23/2023 16:30
ROCK,BF,W,Afternoon,0,26.359,83.802,8/23/2023 16:40
ROCK,BF,W,Afternoon,0,26.383,84.148,8/23/2023 16:50
ROCK,BF,W,Afternoon,0,26.407,83.353,8/23/2023 17:00
ROCK,BF,W,Afternoon,0,26.407,82.5,8/23/2023 17:10
ROCK,BF,W,Afternoon,0,26.383,82.709,8/23/2023 17:20
ROCK,BF,W,Afternoon,0,26.407,83.027,8/23/2023 17:30
ROCK,UF,W,Morning,192,29.973,80.95,8/16/2023 9:40
ROCK,UF,W,Morning,192,30.249,77.93,8/16/2023 9:50
ROCK,UF,W,Morning,192,30.502,75.907,8/16/2023 10:00
ROCK,UF,W,Morning,192,30.628,75.763,8/16/2023 10:10
ROCK,UF,W,Morning,192,30.552,73.256,8/16/2023 10:20
ROCK,UF,W,Morning,192,31.008,71.949,8/16/2023 10:30
ROCK,UF,W,Morning,192,31.466,70.025,8/16/2023 10:40
ROCK,UF,W,Morning,192,31.901,64.865,8/16/2023 10:50
ROCK,UF,W,Morning,192,32.569,60.904,8/16/2023 11:00
ROCK,UF,W,Morning,192,33.217,58.514,8/16/2023 11:10
ROCK,UF,W,Morning,192,33.686,55.806,8/16/2023 11:20
ROCK,UF,W,Morning,192,34.106,54.666,8/16/2023 11:30
ROCK,UF,W,Morning,192,33.712,53.675,8/16/2023 11:40
ROCK,UF,W,Morning,128,29.596,84.195,8/16/2023 9:40
ROCK,UF,W,Morning,128,29.872,81.246,8/16/2023 9:50
ROCK,UF,W,Morning,128,30.123,78.65,8/16/2023 10:00
ROCK,UF,W,Morning,128,30.249,79.74,8/16/2023 10:10
ROCK,UF,W,Morning,128,30.249,77.328,8/16/2023 10:20
ROCK,UF,W,Morning,128,30.704,75.624,8/16/2023 10:30
ROCK,UF,W,Morning,128,31.008,73.935,8/16/2023 10:40
ROCK,UF,W,Morning,128,31.39,69.863,8/16/2023 10:50
ROCK,UF,W,Morning,128,32.055,66.156,8/16/2023 11:00
ROCK,UF,W,Morning,128,32.492,64.086,8/16/2023 11:10
ROCK,UF,W,Morning,128,32.854,61.353,8/16/2023 11:20
ROCK,UF,W,Morning,128,33.191,60.959,8/16/2023 11:30
ROCK,UF,W,Morning,128,32.906,59.642,8/16/2023 11:40
ROCK,UF,W,Morning,64,29.246,83.043,8/16/2023 9:40
ROCK,UF,W,Morning,64,29.471,80.506,8/16/2023 9:50
ROCK,UF,W,Morning,64,29.696,78.761,8/16/2023 10:00
ROCK,UF,W,Morning,64,29.797,77.438,8/16/2023 10:10
ROCK,UF,W,Morning,64,29.847,77.508,8/16/2023 10:20
ROCK,UF,W,Morning,64,30.174,76.138,8/16/2023 10:30
ROCK,UF,W,Morning,64,30.502,74.761,8/16/2023 10:40
ROCK,UF,W,Morning,64,30.805,72.956,8/16/2023 10:50
ROCK,UF,W,Morning,64,31.441,68.353,8/16/2023 11:00
ROCK,UF,W,Morning,64,31.85,66.763,8/16/2023 11:10
ROCK,UF,W,Morning,64,32.209,64.809,8/16/2023 11:20
ROCK,UF,W,Morning,64,32.44,64.471,8/16/2023 11:30
ROCK,UF,W,Morning,64,32.312,62.258,8/16/2023 11:40
ROCK,UF,W,Morning,0,28.748,79.659,8/16/2023 9:40
ROCK,UF,W,Morning,0,28.972,79.139,8/16/2023 9:50
ROCK,UF,W,Morning,0,29.146,78.091,8/16/2023 10:00
ROCK,UF,W,Morning,0,29.271,77.335,8/16/2023 10:10
ROCK,UF,W,Morning,0,29.321,77.625,8/16/2023 10:20
ROCK,UF,W,Morning,0,29.571,77.31,8/16/2023 10:30
ROCK,UF,W,Morning,0,29.822,76.238,8/16/2023 10:40
ROCK,UF,W,Morning,0,30.098,75.236,8/16/2023 10:50
ROCK,UF,W,Morning,0,30.527,73.703,8/16/2023 11:00
ROCK,UF,W,Morning,0,30.907,71.863,8/16/2023 11:10
ROCK,UF,W,Morning,0,31.211,70.593,8/16/2023 11:20
ROCK,UF,W,Morning,0,31.415,69.478,8/16/2023 11:30
ROCK,UF,W,Morning,0,31.466,68.504,8/16/2023 11:40
ROCK,BF,W,Noon,192,34.924,47.224,8/16/2023 12:50
ROCK,BF,W,Noon,192,34.792,45.288,8/16/2023 13:00
ROCK,BF,W,Noon,192,35.164,44.15,8/16/2023 13:10
ROCK,BF,W,Noon,192,34.739,43.485,8/16/2023 13:20
ROCK,BF,W,Noon,192,34.739,44.484,8/16/2023 13:30
ROCK,BF,W,Noon,192,35.564,41.805,8/16/2023 13:40
ROCK,BF,W,Noon,192,35.27,41.107,8/16/2023 13:50
ROCK,BF,W,Noon,192,34.29,44.062,8/16/2023 14:00
ROCK,BF,W,Noon,192,34.106,44.833,8/16/2023 14:10
ROCK,BF,W,Noon,192,34.792,43.57,8/16/2023 14:20
ROCK,BF,W,Noon,192,35.244,41.724,8/16/2023 14:30
ROCK,BF,W,Noon,192,35.537,40.456,8/16/2023 14:40
ROCK,BF,W,Noon,192,35.324,43.034,8/16/2023 14:50
ROCK,BF,W,Noon,128,34.132,53.756,8/16/2023 12:50
ROCK,BF,W,Noon,128,34.053,51.952,8/16/2023 13:00
ROCK,BF,W,Noon,128,34.422,49.72,8/16/2023 13:10
ROCK,BF,W,Noon,128,34.053,49.649,8/16/2023 13:20
ROCK,BF,W,Noon,128,34.185,50.159,8/16/2023 13:30
ROCK,BF,W,Noon,128,34.845,46.832,8/16/2023 13:40
ROCK,BF,W,Noon,128,34.554,46.832,8/16/2023 13:50
ROCK,BF,W,Noon,128,33.712,49.802,8/16/2023 14:00
ROCK,BF,W,Noon,128,33.712,50.313,8/16/2023 14:10
ROCK,BF,W,Noon,128,34.316,47.894,8/16/2023 14:20
ROCK,BF,W,Noon,128,34.739,47.012,8/16/2023 14:30
ROCK,BF,W,Noon,128,34.978,45.94,8/16/2023 14:40
ROCK,BF,W,Noon,128,34.792,48.826,8/16/2023 14:50
ROCK,BF,W,Noon,64,33.477,57.255,8/16/2023 12:50
ROCK,BF,W,Noon,64,33.373,56.998,8/16/2023 13:00
ROCK,BF,W,Noon,64,33.712,56.475,8/16/2023 13:10
ROCK,BF,W,Noon,64,33.451,52.151,8/16/2023 13:20
ROCK,BF,W,Noon,64,33.477,55.567,8/16/2023 13:30
ROCK,BF,W,Noon,64,34.053,51.728,8/16/2023 13:40
ROCK,BF,W,Noon,64,33.922,49.585,8/16/2023 13:50
ROCK,BF,W,Noon,64,33.243,51.527,8/16/2023 14:00
ROCK,BF,W,Noon,64,33.139,55.505,8/16/2023 14:10
ROCK,BF,W,Noon,64,33.634,53.555,8/16/2023 14:20
ROCK,BF,W,Noon,64,33.974,51.538,8/16/2023 14:30
ROCK,BF,W,Noon,64,34.211,51.565,8/16/2023 14:40
ROCK,BF,W,Noon,64,34.158,51.298,8/16/2023 14:50
ROCK,BF,W,Noon,0,32.518,64.724,8/16/2023 12:50
ROCK,BF,W,Noon,0,32.466,64.944,8/16/2023 13:00
ROCK,BF,W,Noon,0,32.673,63.493,8/16/2023 13:10
ROCK,BF,W,Noon,0,32.492,63.069,8/16/2023 13:20
ROCK,BF,W,Noon,0,32.569,62.433,8/16/2023 13:30
ROCK,BF,W,Noon,0,33.009,60.791,8/16/2023 13:40
ROCK,BF,W,Noon,0,32.957,61.86,8/16/2023 13:50
ROCK,BF,W,Noon,0,32.466,62.76,8/16/2023 14:00
ROCK,BF,W,Noon,0,32.389,62.194,8/16/2023 14:10
ROCK,BF,W,Noon,0,32.75,61.374,8/16/2023 14:20
ROCK,BF,W,Noon,0,33.035,59.205,8/16/2023 14:30
ROCK,BF,W,Noon,0,33.243,59.384,8/16/2023 14:40
ROCK,BF,W,Noon,0,33.321,56.052,8/16/2023 14:50
ROCK,M,W,Afternoon,192,29.571,66.259,8/16/2023 15:50
ROCK,M,W,Afternoon,192,28.524,69.381,8/16/2023 16:00
ROCK,M,W,Afternoon,192,27.856,71.64,8/16/2023 16:10
ROCK,M,W,Afternoon,192,27.314,74.974,8/16/2023 16:20
ROCK,M,W,Afternoon,192,26.848,78.493,8/16/2023 16:30
ROCK,M,W,Afternoon,192,26.31,81.704,8/16/2023 16:40
ROCK,M,W,Afternoon,192,25.993,84.511,8/16/2023 16:50
ROCK,M,W,Afternoon,192,25.847,86.721,8/16/2023 17:00
ROCK,M,W,Afternoon,192,25.774,87.903,8/16/2023 17:10
ROCK,M,W,Afternoon,192,25.798,89.033,8/16/2023 17:20
ROCK,M,W,Afternoon,192,25.871,90.086,8/16/2023 17:30
ROCK,M,W,Afternoon,192,25.871,90.455,8/16/2023 17:40
ROCK,M,W,Afternoon,192,25.871,90.644,8/16/2023 17:50
ROCK,M,W,Afternoon,128,29.421,70.795,8/16/2023 15:50
ROCK,M,W,Afternoon,128,28.524,73.227,8/16/2023 16:00
ROCK,M,W,Afternoon,128,27.905,75.031,8/16/2023 16:10
ROCK,M,W,Afternoon,128,27.388,77.853,8/16/2023 16:20
ROCK,M,W,Afternoon,128,26.946,80.917,8/16/2023 16:30
ROCK,M,W,Afternoon,128,26.334,83.917,8/16/2023 16:40
ROCK,M,W,Afternoon,128,26.066,86.031,8/16/2023 16:50
ROCK,M,W,Afternoon,128,25.895,87.905,8/16/2023 17:00
ROCK,M,W,Afternoon,128,25.798,88.7,8/16/2023 17:10
ROCK,M,W,Afternoon,128,25.798,89.548,8/16/2023 17:20
ROCK,M,W,Afternoon,128,25.822,90.454,8/16/2023 17:30
ROCK,M,W,Afternoon,128,25.822,90.643,8/16/2023 17:40
ROCK,M,W,Afternoon,128,25.822,90.834,8/16/2023 17:50
ROCK,M,W,Afternoon,64,29.321,70.033,8/16/2023 15:50
ROCK,M,W,Afternoon,64,28.499,71.93,8/16/2023 16:00
ROCK,M,W,Afternoon,64,27.955,73.347,8/16/2023 16:10
ROCK,M,W,Afternoon,64,27.462,76,8/16/2023 16:20
ROCK,M,W,Afternoon,64,27.093,78.785,8/16/2023 16:30
ROCK,M,W,Afternoon,64,26.407,81.603,8/16/2023 16:40
ROCK,M,W,Afternoon,64,26.188,83.25,8/16/2023 16:50
ROCK,M,W,Afternoon,64,26.017,84.631,8/16/2023 17:00
ROCK,M,W,Afternoon,64,25.944,85.635,8/16/2023 17:10
ROCK,M,W,Afternoon,64,25.944,86.304,8/16/2023 17:20
ROCK,M,W,Afternoon,64,25.968,87.008,8/16/2023 17:30
ROCK,M,W,Afternoon,64,25.968,87.153,8/16/2023 17:40
ROCK,M,W,Afternoon,64,25.968,87.449,8/16/2023 17:50
ROCK,M,W,Afternoon,0,29.546,69.792,8/16/2023 15:50
ROCK,M,W,Afternoon,0,28.723,71.069,8/16/2023 16:00
ROCK,M,W,Afternoon,0,28.252,72.695,8/16/2023 16:10
ROCK,M,W,Afternoon,0,27.708,75.414,8/16/2023 16:20
ROCK,M,W,Afternoon,0,27.437,77.776,8/16/2023 16:30
ROCK,M,W,Afternoon,0,26.823,80.034,8/16/2023 16:40
ROCK,M,W,Afternoon,0,26.579,81.499,8/16/2023 16:50
ROCK,M,W,Afternoon,0,26.359,82.815,8/16/2023 17:00
ROCK,M,W,Afternoon,0,26.334,83.689,8/16/2023 17:10
ROCK,M,W,Afternoon,0,26.359,84.266,8/16/2023 17:20
ROCK,M,W,Afternoon,0,26.334,84.746,8/16/2023 17:30
ROCK,M,W,Afternoon,0,26.334,85.119,8/16/2023 17:40
ROCK,M,W,Afternoon,0,26.31,85.373,8/16/2023 17:50
ROCK,BF,W,Morning,192,28.475,95.295,8/17/2023 9:30
ROCK,BF,W,Morning,192,28.773,94.025,8/17/2023 9:40
ROCK,BF,W,Morning,192,28.972,90.75,8/17/2023 9:50
ROCK,BF,W,Morning,192,29.221,86.868,8/17/2023 10:00
ROCK,BF,W,Morning,192,29.521,86.722,8/17/2023 10:10
ROCK,BF,W,Morning,192,29.847,85.87,8/17/2023 10:20
ROCK,BF,W,Morning,192,29.947,81.048,8/17/2023 10:30
ROCK,BF,W,Morning,192,30.3,78.317,8/17/2023 10:40
ROCK,BF,W,Morning,192,30.704,76.362,8/17/2023 10:50
ROCK,BF,W,Morning,192,31.11,72.497,8/17/2023 11:00
ROCK,BF,W,Morning,192,31.135,72.651,8/17/2023 11:10
ROCK,BF,W,Morning,192,31.262,70.86,8/17/2023 11:20
ROCK,BF,W,Morning,192,31.696,66.55,8/17/2023 11:30
ROCK,BF,W,Morning,128,27.856,96.663,8/17/2023 9:30
ROCK,BF,W,Morning,128,28.202,95.548,8/17/2023 9:40
ROCK,BF,W,Morning,128,28.524,92.606,8/17/2023 9:50
ROCK,BF,W,Morning,128,28.847,88.421,8/17/2023 10:00
ROCK,BF,W,Morning,128,29.071,88.758,8/17/2023 10:10
ROCK,BF,W,Morning,128,29.396,88.763,8/17/2023 10:20
ROCK,BF,W,Morning,128,29.546,84.318,8/17/2023 10:30
ROCK,BF,W,Morning,128,29.897,81.343,8/17/2023 10:40
ROCK,BF,W,Morning,128,30.249,79.917,8/17/2023 10:50
ROCK,BF,W,Morning,128,30.552,76.515,8/17/2023 11:00
ROCK,BF,W,Morning,128,30.552,77.526,8/17/2023 11:10
ROCK,BF,W,Morning,128,30.679,75.89,8/17/2023 11:20
ROCK,BF,W,Morning,128,31.059,71.073,8/17/2023 11:30
ROCK,BF,W,Morning,64,27.56,90.322,8/17/2023 9:30
ROCK,BF,W,Morning,64,27.881,90.145,8/17/2023 9:40
ROCK,BF,W,Morning,64,28.202,89.082,8/17/2023 9:50
ROCK,BF,W,Morning,64,28.475,86.722,8/17/2023 10:00
ROCK,BF,W,Morning,64,28.698,86.294,8/17/2023 10:10
ROCK,BF,W,Morning,64,28.972,85.081,8/17/2023 10:20
ROCK,BF,W,Morning,64,29.146,83.965,8/17/2023 10:30
ROCK,BF,W,Morning,64,29.396,81.367,8/17/2023 10:40
ROCK,BF,W,Morning,64,29.696,79.862,8/17/2023 10:50
ROCK,BF,W,Morning,64,29.973,77.723,8/17/2023 11:00
ROCK,BF,W,Morning,64,30.048,77.869,8/17/2023 11:10
ROCK,BF,W,Morning,64,30.149,76.76,8/17/2023 11:20
ROCK,BF,W,Morning,64,30.502,73.046,8/17/2023 11:30
ROCK,BF,W,Morning,0,27.314,85.491,8/17/2023 9:30
ROCK,BF,W,Morning,0,27.585,84.849,8/17/2023 9:40
ROCK,BF,W,Morning,0,27.807,83.764,8/17/2023 9:50
ROCK,BF,W,Morning,0,28.054,82.756,8/17/2023 10:00
ROCK,BF,W,Morning,0,28.252,82.536,8/17/2023 10:10
ROCK,BF,W,Morning,0,28.499,81.905,8/17/2023 10:20
ROCK,BF,W,Morning,0,28.673,81.303,8/17/2023 10:30
ROCK,BF,W,Morning,0,28.872,80.447,8/17/2023 10:40
ROCK,BF,W,Morning,0,29.121,80.342,8/17/2023 10:50
ROCK,BF,W,Morning,0,29.346,79.031,8/17/2023 11:00
ROCK,BF,W,Morning,0,29.446,78.223,8/17/2023 11:10
ROCK,BF,W,Morning,0,29.546,78.294,8/17/2023 11:20
ROCK,BF,W,Morning,0,29.847,77.434,8/17/2023 11:30
ROCK,M,W,Noon,192,33.061,55.063,8/17/2023 12:30
ROCK,M,W,Noon,192,33.217,54.218,8/17/2023 12:40
ROCK,M,W,Noon,192,33.321,56.133,8/17/2023 12:50
ROCK,M,W,Noon,192,33.556,51.851,8/17/2023 13:00
ROCK,M,W,Noon,192,33.948,50.174,8/17/2023 13:10
ROCK,M,W,Noon,192,34.237,46.217,8/17/2023 13:20
ROCK,M,W,Noon,192,34.501,47.826,8/17/2023 13:30
ROCK,M,W,Noon,192,34.264,47.987,8/17/2023 13:40
ROCK,M,W,Noon,192,33.922,49.759,8/17/2023 13:50
ROCK,M,W,Noon,192,32.906,52.4,8/17/2023 14:00
ROCK,M,W,Noon,192,32.492,56.407,8/17/2023 14:10
ROCK,M,W,Noon,192,32.08,59.612,8/17/2023 14:20
ROCK,M,W,Noon,192,32.234,60.463,8/17/2023 14:30
ROCK,M,W,Noon,128,32.286,60.738,8/17/2023 12:30
ROCK,M,W,Noon,128,32.389,59.71,8/17/2023 12:40
ROCK,M,W,Noon,128,32.492,62.05,8/17/2023 12:50
ROCK,M,W,Noon,128,32.75,57.56,8/17/2023 13:00
ROCK,M,W,Noon,128,33.087,56.351,8/17/2023 13:10
ROCK,M,W,Noon,128,33.425,51.884,8/17/2023 13:20
ROCK,M,W,Noon,128,33.582,53.308,8/17/2023 13:30
ROCK,M,W,Noon,128,33.451,53.517,8/17/2023 13:40
ROCK,M,W,Noon,128,33.139,55.428,8/17/2023 13:50
ROCK,M,W,Noon,128,32.337,58.592,8/17/2023 14:00
ROCK,M,W,Noon,128,32.003,61.856,8/17/2023 14:10
ROCK,M,W,Noon,128,31.696,64.318,8/17/2023 14:20
ROCK,M,W,Noon,128,31.824,66.129,8/17/2023 14:30
ROCK,M,W,Noon,64,31.67,65.8,8/17/2023 12:30
ROCK,M,W,Noon,64,31.696,68.275,8/17/2023 12:40
ROCK,M,W,Noon,64,31.773,66.673,8/17/2023 12:50
ROCK,M,W,Noon,64,31.978,64.911,8/17/2023 13:00
ROCK,M,W,Noon,64,32.26,63.38,8/17/2023 13:10
ROCK,M,W,Noon,64,32.647,56.569,8/17/2023 13:20
ROCK,M,W,Noon,64,32.802,60.654,8/17/2023 13:30
ROCK,M,W,Noon,64,32.75,60.225,8/17/2023 13:40
ROCK,M,W,Noon,64,32.492,58.089,8/17/2023 13:50
ROCK,M,W,Noon,64,31.85,61.37,8/17/2023 14:00
ROCK,M,W,Noon,64,31.568,65.566,8/17/2023 14:10
ROCK,M,W,Noon,64,31.288,65.46,8/17/2023 14:20
ROCK,M,W,Noon,64,31.339,67.514,8/17/2023 14:30
ROCK,M,W,Noon,0,30.907,73.491,8/17/2023 12:30
ROCK,M,W,Noon,0,30.932,72.571,8/17/2023 12:40
ROCK,M,W,Noon,0,31.008,71.556,8/17/2023 12:50
ROCK,M,W,Noon,0,31.186,70.417,8/17/2023 13:00
ROCK,M,W,Noon,0,31.39,69.566,8/17/2023 13:10
ROCK,M,W,Noon,0,31.67,68.165,8/17/2023 13:20
ROCK,M,W,Noon,0,31.824,67.115,8/17/2023 13:30
ROCK,M,W,Noon,0,31.875,66.69,8/17/2023 13:40
ROCK,M,W,Noon,0,31.696,67.242,8/17/2023 13:50
ROCK,M,W,Noon,0,31.237,68.973,8/17/2023 14:00
ROCK,M,W,Noon,0,30.983,69.458,8/17/2023 14:10
ROCK,M,W,Noon,0,30.805,70.425,8/17/2023 14:20
ROCK,M,W,Noon,0,30.856,70.286,8/17/2023 14:30
ROCK,UF,W,Afternoon,192,32.44,57.174,8/17/2023 15:40
ROCK,UF,W,Afternoon,192,32.44,54.883,8/17/2023 15:50
ROCK,UF,W,Afternoon,192,32.518,53.114,8/17/2023 16:00
ROCK,UF,W,Afternoon,192,32.44,55.469,8/17/2023 16:10
ROCK,UF,W,Afternoon,192,30.552,63.234,8/17/2023 16:20
ROCK,UF,W,Afternoon,192,28.822,73.729,8/17/2023 16:30
ROCK,UF,W,Afternoon,192,27.856,78.97,8/17/2023 16:40
ROCK,UF,W,Afternoon,192,27.708,83.538,8/17/2023 16:50
ROCK,UF,W,Afternoon,192,27.733,85.486,8/17/2023 17:00
ROCK,UF,W,Afternoon,192,27.856,87.161,8/17/2023 17:10
ROCK,UF,W,Afternoon,192,27.93,88.245,8/17/2023 17:20
ROCK,UF,W,Afternoon,192,27.93,89.249,8/17/2023 17:30
ROCK,UF,W,Afternoon,192,27.683,88.901,8/17/2023 17:40
ROCK,UF,W,Afternoon,128,32.055,60.719,8/17/2023 15:40
